[00:01.570] 6月9号在他坐后面看收益的开始，
[146:30.990] 您拿出手机我帮您，您之前有奔驰金融服务的微信公众号吗？
[146:36.530] 我好像也没有，我只能给
[146:39.720] 我看一下，我看看没用。
[146:43.200] 这个设备不好用，我就用您看，您保哪个方便，我看您微信。
[146:48.130] 因为它三大原理什么
[146:50.620] 什么都没打开。
[146:51.830] 看看
[146:53.410] 还是
[146:54.220] 天空。
[146:56.860] 去年过来，
[146:59.910] 这个手机因为
[147:02.840] 不太可能。
[147:16.940] 难度。
[147:19.190] 来我帮你搜一下，我看看明天
[147:22.160] 这里边
[147:25.460] 他现在文本公众号到有一个吗？你打开我看一下是不是？这叫奔驰金融服务没关系，没有。
[147:33.690] 应该没有，您都分支，你看搜索没有在用这里面添加他以后，每个会通过微信公众号提审，
[147:43.230] 怎么要自动在卡里自动扣款，然后他扣之前还有扣当天都会在微信和短信同时提醒您，就会跟您说一下，
[147:50.750] 然后您到时候关注一下就行。
[147:54.500] 因为现在我就怕有的是将来要干什么一块看名下有没有贷款，我为什么说要提前还贷，要是那什么
[148:01.330] 的话就也无所谓，没赚钱。
[148:03.760] 房贷怎么着，最后横带阿姨。
[148:06.370] 没有，他没告诉信，我估计够呛，这个还没批下来。
[148:10.550] 没有，但是
[148:12.490] 应该不会有那么快的，您看一下，因为
[148:15.300] 他中信公司没有这么快，对他一个人才多，再一个我也不用这种花费，
[148:21.010] 而且专款专用也可以，
[148:23.960] 也只能用于我那房子还想卖，所以也我想来想去。
[148:28.950] 地址他说跟我说今天来我也不愿意没用。
[148:33.470] 姐您7368是这个手机吗？不是那个是吧？行您看有一个验证码，
[148:39.660] 你还是应该用这个手机的，因为它是绑定
[148:43.690] 他跟你手机没关系，他是你手机号在手机上它就会给他发这个号码。
[148:48.240] 我当时好像有一个号没事不影响，不能那么变成。
[148:52.790] 您只能把手机卡给放到这里。
[148:55.870] 绑定的就给小朋友。
[149:01.520] 因为我想
[149:08.850] 原来我是
[149:11.110] 02081
[149:21.400] 他以后是波花费上还发给他。
[149:25.190] 应该他这还花心不小心。
[149:27.760] 然后您卡的开户行您知道吗？
[149:30.290] 平台金台路知道吗？
[149:36.910] 是刚才。
[149:38.400] 听说上。
[149:39.760] 行，您稍等会，然后我去给您发一个电子测试链接，然后回来帮您
[149:45.930] 操作。
[150:35.600] 了。
[150:36.770] 座机多少？没？
[150:41.870] 9265。
[150:43.130] 好了。
[150:49.790] 原来合同到没用了，你不看是吧？
[150:53.630] 我给拿来了，老师我就不拿。
[150:57.560] 你刚刚说了，
[150:59.670] 你去烧伤了吗？没去，我平时很不去太远。
[151:05.160] 我出来的时候我就开始看了看，我说有点阴天，我说我来不来？
[151:09.300] 我就等会都快10点了，我一看
[151:11.960] 都有多云，天上有云彩，
[151:16.930] 就坐地铁，没想到这边下雨。
[151:19.700] 这边一直下雨，家里那边下了吗？
[151:22.960] 没下雨不跟你。
[151:24.060] 说多云我才出来的，我本来要不然我说要下雨我就不出来，
[151:32.960] 我不在了。
[151:34.460] 回来。
[151:35.300] 两
[151:39.170] 待会给你把这拿来。
[151:42.050] 到时给他们
[151:44.400] 这边特长就不一定
[151:51.910] 我给你拿金银花，
[151:54.440] 现在有有的撞船的，
[151:58.260] 你在底下没事我不去了，让我一块你现在去吗？给拿走去我不去不行。
[152:04.930] 打老远了你问问看了，因为好多东西不好，这拿着稍微这个事嗓子好，
[152:11.380] 批的你看这里边
[152:13.080] 都是这些东西你。
[152:15.060] 对，特别是一块能碰上是吧？一块泡脚吧，就怕好多回答我就给你拿走给你拿着。
[152:22.420] 拿起来一下。
[152:23.930] 行，这特别好，好了，谢谢阿姨，你说没事。
[152:29.730] 他让我给他两袋发言。
[152:31.760] 来，您打开松鼠茶叶
[152:34.790] 那个号。
[152:35.960] 你几种？今天谢谢小的，好好行行，你感谢观察。
[152:41.430] 我待会还有一点，谢谢您喝茶，我喝的少。
[152:47.100] 您打开这边打开微信公众号。
[152:50.610] 明白了。
[152:54.020] 这怎么是原来的吗？您之前那辆车。
[152:57.300] 年才缓缓。
[152:58.380] 不对，您不即使继2014年吗早上了，
[153:05.670] 当然这个新车就自动绑定了新车的保险。
[153:08.910] 那是多少钱是吧？应该对全有了，然后会让您选择一下车型。
[153:13.620] 现在没有。
[153:15.340] 现在没有激活完成以后，
[153:17.250] 然后我帮您操作一下东西，
[153:18.840] 激活完成以后，您看他照机动车信息，
[153:22.470] 1点开以后到下边就会生成您新车的一个E260的
[153:26.610] C3版下班到1250，你点一下就中心到终点，我现在待会看着它一会自动更新的，
[153:34.270] 她自己就戴着。
[153:38.040] 没事你说no。
[153:39.280] 主要是做那就不用。
[153:43.240] 我怎么
[153:45.130] 回到他
[153:47.920] 基础界面，
[153:51.590] 回到您对话的普通微信对话是画画的时候，
[153:57.390] 6号我都不知道
[153:59.430] 太太投了是不是他
[154:07.040] 不是他有的时候得退出，它有的时候他好像叠加了他。
[154:12.430] 我也不知道他。
[154:15.230] 是苹果吗？对是新的。
[154:18.910] 这孩子给我。
[154:20.440] 给我的，
[154:21.960] 我说我不要这样了，不对，功能也用不着什么，
[154:27.370] 他就给我这么了，你包括化妆品的过敏，给
[154:31.440] 买了一套叫什么的，
[154:33.760] 什么都好多上万块钱。
[154:36.130] 您看您手机还有一个见证我皮肤过敏，不想，他说那不是夸张，
[154:41.700] 他说你就乱，我别的就不好，他说我
[154:45.660] 闺女儿子、
[154:47.540] 儿子
[154:49.260] 给您买化妆品，
[154:50.720] 还是还现在不让他去开始。
[154:53.640] 这个吗？今天上班。
[154:58.590] 谁知。
[154:59.550] 你想他他一直
[155:02.030] 留学回来以后又
[155:04.810] 现在还真的
[155:06.220] 还有一个人脸，
[155:12.390] 每天上什么位置？
[155:20.720] 给现在全赶上。
[155:22.230] 您看您去银行现在全是人脸识别，我觉得我不想干。
[155:28.140] 您看两份。
[155:30.840] 不用识别了，不要
[155:33.100] 第一份是我给您
[155:36.990] 刚才打印出来的这一份。
[155:40.170] 一会我给你找到，行。
[155:42.970] 您打印出来，您看您的
[155:45.120] 车架号548679。
[155:47.530] 48649，
[155:48.880] 就是发动。
[155:50.320] 之后这上面有是吧？
[155:52.270] 一号这张没有上次信号，
[155:55.800] 至少没有发动机。
[155:57.400] 是吗？对。
[155:59.040] 什么时候有？我记得我照片没看过，合同有月供780块1毛3，然后首付148,496，刚才我已经对了。
[156:08.850] 没款2206304。
[156:11.800] 206304应该没问题，对，因为这个完全一样，只不过这块只是把我给您打印还要能留存吗？
[156:20.070] 然后抵押合同都是
[156:23.130] 就是说等于看完这以后，绿本是在哪的里边，还有发票第一页。
[156:30.410] 都在你们对。
[156:31.820] 就在奔驰金融，如果您有需要的话，可以给您借出来，比如说你要出国办签证什么之类，
[156:37.240] 给您借出来，您能用3030天之内给我看，特别简单，谁知
[156:43.030] 孩子在那留学，现在哪改那可别出去，就中国最安全的。
[156:50.370] 划款授权书就是授权分支金融证明中国这张卡里扣款的每月780，您的姓名、卡号、证件号给您填好了，然后您不经三路支行
[156:59.350] 也给您填好了吗？
[157:06.560] 账号原告经常写字了，别看电视这么拿着手写，对。
[157:11.530] 因为个人不能
[157:13.300] 我是写的字我都还不怎么写字了都。
[157:18.950] 又马清楚的
[157:26.760] 行，您右下角确定签署这样对。
[157:34.320] 现在就省事了，电子的吗？
[157:36.440] 对就行，你看就头疼了，没事，你要想喝什么茶以后你告诉我回头给你带点下班，这次那我就不跟您过去了，没挣钱。
[157:45.040] 这没有什么办法。
[157:46.370] 阿姨真好。
[157:48.350] 我写到我给您找个大的，您稍等一下。
[157:52.060] 这就弄齐了。
[157:58.670] 那里边有没有花知道吧？还有我直接就拿出来拿一点一块去，但是一般的都得能穿着弄是吧？
[158:06.280] 穿这几种你想挑出来菊花什么的也那种去火的，因为
[158:11.340] 老讲话什么的可能会上火。
[158:28.040] 还有还得到底交款。
[158:30.660] 上午咱们清楚的是我把三者给您改50万了，把玻璃给去掉二天。
[158:37.660] 现在商业险是1万。
[158:39.390] 二我们看到最终能对我就是不想交那么多了，有的都可以检自己再交一个。
[158:46.790] 12,000不是你这商业险是送11,000，咱保险从11,000，商业险还剩1500，
[158:52.730] 然后你们自己再加一个上路950跟车船税这块了2000多，对。
[158:58.390] 还有桌子点，这还有什么可以讲，还有什么样的伤那么多，但是薪酬怕您在山点的话就那什么不安全了。
[159:05.370] 因为他不送你11,000，你肯定不是送12,000，我觉得1万18,000 8000+3000吗？
[159:11.710] 你看看有哪个不需要的，我就不上就必须上，我在上。
[159:15.990] 您就只能去掉。
[159:21.690] 只能去掉划痕吗？
[159:24.010] 划痕是多少钱？
[159:25.400] 1400。
[159:29.690] 它华还不是给送。
[159:32.160] 你说有哪个是
[159:34.040] 买多少钱送，意思麻烦你说这保险不错，那是买菜不显超1500 1498给你，比如说你不晓得给你赔2500，
[159:43.580] 觉得那是额外买的。
[159:45.920] 额外买的对。
[159:56.690] 是这种事。
[159:58.350] 只能给你找一到我们这儿，现在检验物资短缺，
[160:02.800] 这里面那一套什么大的。
[160:06.610] 拿这个房子对您搁一块就行了，行行，那时候齐了，然后我给您了。
[160:12.630] 行行好行您先坐，然后去你谢谢大家感谢您。
[160:21.480] 但首先还看不看这个了，看你说再给您去了吗？
[160:25.940] 罚款我觉得他是哪种还可以，没有了，都是主险，乐说什么三者，三者是50万，比如说这是多少钱？
[160:36.640] 这个肯定就是5050万是交多少钱？
[160:41.540] 没装，你忙的吗？
[160:44.480] 你救我一下，咱们是有时代那么明白吗？划痕就必须是那么多吗？还是有几块？
[160:51.450] 好勒不干。
[160:53.560] 划痕给您保的是2万的划痕，
[160:57.570] 你划痕可以少点。
[160:59.790] 怎么样那么多疤痕小点是吧？他们都是直接系统带着划痕上南山吗？
[161:04.680] 南山别的换着第三方要那次没多少钱，100多块钱涉水要吗？
[161:10.750] 不要了，我也不怎么吃。
[161:13.930] 对，有的给我去点，我别的先不正常。
[161:18.260] 我又不是说到外头去看看，您像今天下雨这两天我就不开车了。
[161:26.250] 这车了。
[161:27.430] 很少。
[161:29.470] 今天的这一道那个不行，
[161:33.850] 现在我跟你说血压还告诉为什么我车开的少了，
[161:38.120] 我一直给孩子，你不正常，我都不怎么开车，
[161:43.630] 也不是躺
[161:51.550] 你看一办完就快点了。
[161:53.800] 为。
[161:56.040] 好，划痕能少上点吗？现在是2万的。
[162:00.290] 对。
[162:01.370] 能少上哪吗？
[162:03.780] 有多最少是多少的？
[162:06.890] 但最少是两天的。
[162:09.050] 2000弄几块，你比如说你划一下就得一两千，要不2000肯定不够。
[162:17.470] 一审就来有要2000的就行了。
[162:21.230] 那就要两箱就行了。
[162:23.440] 就减点两两对，然后我那涉水也不要无法找到第三方，也不要你就商业险给我按照11,000凑就行了，出个几块钱就可以了。
[162:33.230] 差不多就行了，明白你说有的这些应该是可以刷信用卡的我认为。
[162:41.440] 我说这不行。
[162:43.370] 不行，他借钱我也没有这样的地方，这不应该
[162:48.960] 不让我说要刷怎么着让您刷了，这儿我们店你知道吗？一直以来
[162:54.600] 买车就不让刷信用卡。
[162:56.780] 之前的话哪年的时候不是买车，买钱的时候车费金，但是这些钱是内心什么分车不是。
[163:04.370] 你都得教这财务吗？
[163:05.960] 行没什么。
[163:07.240] 他比较那什么。
[163:10.110] 但是保险应该干叼。
[163:13.040] 因为都得交到。
[163:14.780] 财务统一收，你去出保险，
[163:17.950] 很难，只是天穿的缘故是吧？
[163:21.070] 对。
[163:28.310] 也是不是再过一会能
[163:29.900] 停这些？
[163:31.230] 我觉得您今天还有终于刚才看着脉冲
[163:34.760] 小调小表外头于挺大的，你看
[163:39.320] 的。
[163:41.970] 你看算完了就快1点了，待会饭都吃不上，有饭没问题。
[163:47.350] 多少？
[163:49.220] 魔比摩比你帮我去一下，我改个保险，不然敢冒险，好的。
[163:57.370] 所以我就觉得你虽然看它的制度好，我到这个东西来我也不怎么
[164:03.090] 我们
[164:04.950] 这怎么改？
[164:06.600] 要刚才没审批。
[164:08.300] 审核中是吧？你想想改里面内容是吧？保险那就审批完了，审批完以后再重新再调整订单。
[164:15.400] 只能先审批完了。
[164:17.060] 然后再平衡，如果贷款的时候他首付自己回去过来了是吧？甭管我用的是什么房，对，
[164:22.630] 一定要把方案写对了。
[164:24.030] 银行没有写方案都要写这些金融没有写别的。
[164:31.200] 您可能
[164:32.420] 可以开始经验在
[164:34.720] 北京这块不行吗？
[164:36.300] 12:36给你。
[164:39.160] 正好一点这种事我得给他出保险的。
[164:41.970] 然后吃完饭就听讲座，就说你吃饭别的我倒也不错，我没事，我们你是不是给我一个码，哎哟对，一会我给您忙，我们阿姨您怎么来，你不吃饭也不我们老吃不上，我就说这个不用那么着急，你先吃，吃完饭先弄好，抓一会儿不是我这个头发都不用弄方案，没事，你现在弄完就先吃饭得了，8:30了放，我不用方案，你就把那个什么
[165:06.650] 这些人选一下，
[165:08.470] 这弄好了也行。
[165:10.360] 刚才您选好了吗？就对不用填那就可以了，不用管了，可以保险这块该多少钱多少钱，他给我提供多少钱对吧？对他只能减了不用管。
[165:20.220] 就可以了，重新再改一下，检查一下交车日期也没有更改。
[165:24.320] 我老犯的错误好了，
[165:26.960] 回到这边了。
[165:29.780] 弄这个什么弄新的系统比较麻烦。
[165:32.860] 对，因为一开始你不是说不用。
[165:35.310] 了保险，甚至让我就。
[165:36.870] 他跟差不多，因为现在。
[165:39.030] 有好些前世杀出去的，然后我现在不是把裤子。
[165:42.110] 都现金了。
[165:43.100] 再还款，我觉得回头到时候又用力不够指导，所以我也想差点没有现金是吗？
[165:49.860] 您钱没带够了吗？不是都倒在卡里了。
[165:55.160] 现在跟我。
[165:56.050] 问题是我说要商量这个就等着
[165:58.560] 在那什么我弄别的了。
[166:01.600] 您自个办了几张新卡？
[166:04.600] 不是我早都半信了，不是那个问题，我就说不是把
[166:08.420] 现金都得放在一个卡里头了，然后我以为有的装饰什么可以刷信用卡，
[166:16.870] 包括代办车牌那些都跟没关系，其实。
[166:20.280] 你说这不行。
[166:22.030] 算吗？
[166:22.860] 不是，他的什么费用都得交，这就是我不能在您这儿也交纳也行，那不行，我觉得保险是不是可以对焦。
[166:30.900] 都不行。
[166:32.100] 您单交就带您单交了。
[166:35.810] 他都说了。
[166:40.240] 然后可能是胶上我们那给他那边打行了吗？你稍等一下。
[166:47.360] 你现在是合着我那个吗？
[166:50.200] 行，等你。
[166:56.470] 身份证还要？
[166:58.240] 不用了，因为我去范范零好用出保险用别的就不用了。
[167:02.580] 我就回去还得找他什么，有的因为
[167:06.920] 过两天还款，13号有一笔钱要还，
[167:10.940] 所以说你还好几万了。
[167:13.170] 房子里边弄到什么后来。
[167:15.130] 房子还没装，不是我就那房子，我就经常修的房子也挺好，然后
[167:21.490] 有的地儿我现在就是要买您什么都买，通州那房子现在还没装修。
[167:26.160] 那是精装修的房子装修了，我就觉得卫生间不太理想，它没有浴缸，我想改造一下，但是还得物业同意，现在我一买车了，我一般家里应该都没有鱼缸，你都得自己弄是吧？原来有他这边就没有
[167:41.450] 了，
[167:42.610] 所以说我想要买车了，我就装修的少花点选择，
[167:46.640] 就这么想的知道吧？
[167:49.060] 所以说
[167:50.060] 也得把因为家里选什么样的方式，法式的那种中式那种，我们小区应该不是吧的，
[167:59.640] 他没车上人员，我怎么跟他
[168:05.960] 车上人员？
[168:08.670] 车上人员应该得上班。
[168:11.420] 他上床人员坝上对得上一个。
[168:18.130] 我一般也不开上车上人员现在上
[168:21.430] 上一个
[168:22.640] 定的50万，然后
[168:31.510] 三者30万，要不3×38也行。
[168:35.840] 你把人员
[168:40.400] 人、
[168:45.160] 什么
[168:49.720] 不要玻璃，不要划痕，上去扫就行了，你就给我凑11,000出几块钱就可以。
[169:03.480] 几块钱可以了，他应该这样，他到哪去？
[169:08.410] 这都是什么？我们发过去你的底盘号，他们这边来全险了，然后我们就发给客户去挑面对，那是您去保险那去我们什么都不用管了，这是我们等于说反正我们销售顾问带着半还有一个
[169:22.910] 先存点钱还可以给一个箱子什么之类，我记得原来那边吗？
[169:28.560] 对您续保险的话有现在就条，所以为什么我说我以为您领着我到那边去。
[169:34.870] 有点高。
[169:37.600] 可能跟新车的流程不一样。
[169:39.820] 对，不是我也记不清了，我反正认为应该是有可以选择。
[169:50.270] 他还得弄，所以说这不是说说那一两句，就说那么三者没有什么强制，八三者，
[169:57.240] 强制的必须我都上来了，
[169:59.360] 还有摇头的必须杀多少好了知道吧？
[170:03.910] 还行，咱们跟金融挺好的，没有任何。
[170:07.370] 不是强制你风险，不是强制，就是说要求比如说有那种风险的模式应该要。
[170:14.100] 没有不能减，对，那肯定不简单。
[170:18.240] 为。
[170:19.160] 不是你是要双眼。
[170:21.460] 什么？
[170:22.920] 对商业险投11,000。
[170:25.030] 你先弄着，你先说扫一个码，你也先现在弄完了行可以是吗？
[170:31.320] 好勒，还是说今天这一点？
[170:35.330] 没事，我不知道，因为主要我2点，还有一波交车的也跟您一样或者交钱，
[170:40.120] 我就不着急，我也得过去什么。
[170:44.130] 回去吃点东西，对一会您再去，现在都1点了，快来得及一切。
[170:49.750] 我其实也吃不了啥，我就说在这耽误时间。
[170:53.160] 知道吧？还下雨他喝完了，
[170:55.840] 说实在的清楚，也感觉本来我想开车走着，就感觉打开
[171:03.290] 真是那边那就行了，就出了一块钱阿姨。
[171:07.600] 这样算完以后你就自己掏一块钱，
[171:09.800] 都有什么他也告诉我们。
[171:13.640] 我给你发过去看一眼，我把这合同给你打出来。
[171:16.800] 行，你打出来一个看一下。
[171:19.290] 你也吃饭去知道吧？
[171:21.520] 你再来闹，吃完饭我又没时间弄了。
[171:25.540] 我们其实说实在的这么忙吗？
[171:28.720] 你这收入高一样，不是主要一波客户一拨客户都等着，
[171:33.970] 所以我还是买奔驰人多，真的我还不如说没事儿是吧？
[171:44.010] 今天好像刚才我看着显示牌还说是有中文的，
[171:48.960] 别看这点距离你家那边下雨了吗？
[171:52.700] 晴天，你家里边晴天，刚才就是我看要出太阳，他有多云我才过来的。
[171:59.150] 我等的差不多，本来说9:30我就等着一会我
[172:03.120] 我说行。
[172:04.440] 谁知道到这儿在下雨？
[172:11.690] 行了自己就超过1100的话可以了，
[172:14.720] 别的没有自个掏钱了。
[172:18.940] 197,000。
[172:25.260] 你怎么说扫码，
[172:27.710] 先去交钱去，还是明天去办手机号号码？
[172:41.750] 你的号到时再选一下是吧？我当时听你说一下，选择好好吧，能选也可以，实在选择不好就用这个号也行。
[172:48.990] 是吧？
[172:49.590] 是不是可以现场如果没有合适的用什么用？
[173:09.790] 所以说其实我要是真正今天办确实有点仓促，
[173:13.960] 怎么
[173:15.230] 至少现在就是早餐了。
[173:18.440] 是不是有点下雨？
[173:21.880] 下雨没事，下雨怎么
[173:24.870] 我就开车，这怎么开在下雨，
[173:28.320] 远远不再那什么是吗？
[173:34.870] 签约了20多个客户过来半小时，
[173:37.030] 你就应该白天你跟我说我们店一共好多人交车，
[173:43.380] 都是今天我说刚才看见好几辆车，9号一般人愿意选那个日子，因为我觉得到家了吗？对，我等于今天做我全都选择今天九是佛教最高数字，
[173:54.350] 弄完了吗？你这弄完了赶紧去，或者是先去那什么再来
[173:58.880] 也行还行。
[174:07.800] 反正没事，咱们这不还得要。
[174:10.440] 还有一个装东西吗？对，有这三次才能给庄，没意思都不给。
[174:15.870] 现在问题是浙江上虞
[174:20.600] 有点出
[174:22.160] 更。
[174:23.960] 下场人家去车间里装去封闭的。
[174:27.400] 哥您帮审批，建模比刘立交车。
[174:30.070] 不是我的那什么。
[174:31.820] 我的电话给
[174:33.690] 就把车辆那个店。
[174:36.030] 当时到了6。
[174:39.080] 你
[174:39.980] 的什么1188什么限制？
[174:43.020] 行动，你现在是干嘛的？
[174:45.200] 打个单子出来，咱们交钱再。
[174:49.880] 你自己弄我给。
[174:51.300] 你找一个停车号牌。
[174:53.500] 好。
[174:54.720] 你车上不得放一小停车号牌吗？楼电话我到时候找一类应该。
[175:02.500] 就是说伞还有什么东西就那些。
[175:05.990] 主要是什么的是吧？
[175:08.970] 这杯子应该有事。
[175:10.490] 妃子刀打厂家的回访，到时候有礼盒。
[175:13.880] 还看你说是一个
[175:16.190] 咱那随机等到给您。
[175:18.710] 他们那边安排。
[175:23.250] 13 10这种。
[175:24.480] 13年有点都快。
[175:28.360] 9号还有几号好？
[175:30.600] 15号也不是。
[175:32.600] 7月15号要不然就没事，我觉得其他三人不太好。
[175:36.770] 10 11 12号都挺好的，我本来想周日周六你说没人。
[175:41.180] 周末办不了，对没人我。
[175:45.030] 只能那就15号，你又觉得时间长了。
[175:48.400] 但是我
[175:51.350] 你知道吗？订完车
[175:53.700] 每天扣了我们钱，如果你不在指定时间交电费的扣我们钱，
[175:58.520] 这样你让你扣钱，没事阿姨你先给我发个验证码还是怎么着，我先给你领的什么领着那圈，
[176:04.750] 是吧？你在我手机在。
[176:06.800] 手机。
[176:08.640] 公众号，我现在给你扫过，
[176:12.280] 微信公众号。
[176:14.690] 有没告诉我之前给你写过？
[176:17.360] 百得利。
[176:19.910] 我用这个手机还好。
[176:21.720] 你公司怎么样的？
[176:25.390] 电子合同。
[176:26.720] 对看人口像你们的。
[176:31.790] 还有喝水喝粥的这种概念。
[176:45.080] 7368是哪个手机？
[176:46.580] 手机验证码告诉我，
[176:51.120] 手机。
[176:52.170] 不用。
[176:53.610] 我就想用这个手机，这手机他那个什么。
[176:56.610] 这农忙肉。
[176:59.190] 网站的吗？不是这个。
[177:02.160] 不是，这是刚才
[177:03.820] 天府没有。
[177:08.190] 183720。
[177:10.650] 我这手机他因为用了他店就一下就没了，所以我就想说手机
[177:23.720] 号告诉我还有停车证。
[177:25.720] 我给你答。
[177:26.770] 什么号我给你发卷号告诉
[177:29.380] 哪个号你的注册的手机。
[177:34.450] 13911298757。
[177:39.110] 不是刚才那个不是这。
[177:43.480] 我现在都这样，原来是有一个。
[177:46.280] 13911298757. 
[177:53.640] 早晨还有点下雨，
[177:55.850] 我说可能今天过来估计够呛，
[177:58.640] 所以我想
[178:00.110] 我说看情况，后来我才看您给我发个信息。
[178:03.490] 135别让你着急了。
[178:06.110] 13911298757，
[178:13.790] 1391129
[178:15.640] 8757。
[178:20.170] 不是你得拿那。
[178:22.090] 另外一个。
[178:23.350] 你是这号注册的吗？
[178:25.180] 我不知道那是135811。
[178:28.320] 什么？
[178:30.040] 1358151368。
[178:36.840] 也没注册。
[178:38.750] 你刚才给我弄得哪个我
[178:42.290] 你拿哪个手机号注册的？
[178:44.340] 注册什么我没那么刚才你给我弄的我也不知道。
[178:47.410] 前两。
[178:48.750] 次我给你拿注册的时候，就有一次在我就那次吃好像也是一看他吃得真是太
[178:56.210] 跟盒饭差不多。
[178:58.230] 都不如
[179:02.210] 没水果了。
[179:07.590] 拿着老我感觉现在这个意思好像在这里受不了。
[179:14.730] 实在不行，要是。
[179:17.750] 那个车放这儿，我给你弄装饰，您什么时候提都行，没事是吧？然后我就那个什么，
[179:24.040] 我看看
[179:26.960] 或者周六周日在了还是哪天，反正天好我再来，我感觉
[179:31.110] 或者就放着他哪天去办什么车牌的变更，
[179:35.480] 给他买车牌是吧？想着下周
[179:38.250] 要如果能实现我也不提了，还干脆就咱车牌直接在题板
[179:43.400] 直接从那开他。
[179:45.320] 几点去，7:30左右到，你可能提前一天去1:30就到那太远了。
[179:50.610] 提炼一点开始就没有人，我得几点起来了，那边多远，
[179:54.740] 我拿我的手机号给你领了三个。
[179:56.920] 让你签。
[179:58.050] 可能上次就是这么弄的，没用的。
[180:01.050] 液晶条待了8引什么条定金条。
[180:04.840] 现金条。
[180:05.900] 定金条拿了。
[180:09.440] 你这有没有？
[180:10.950] 我拿我的给你领没事行那得清。
[180:14.640] 下面
[180:15.950] 好。
[180:17.240] 我手机送给我们。
[180:22.920] 哪天
[180:24.300] 买方为杨哥，
[180:33.240] 你不用谦哥你在哪我帮你签个签字了。
[180:36.690] 我想了。
[180:37.550] 对，这边有电子厂。
[180:39.720] 行好勒。
[180:42.440] 行。
[180:44.060] 这天
[180:45.480] 不用写都写完了。
[180:46.760] 了。
[180:48.060] 我给你，完了还
[180:53.340] 来你拍个拿我的相片出去。
[180:56.280] 你能有吗？
[180:58.440] 给女朋友。
[181:03.370] 看看能不能
[181:11.170] 你拍一个。
[181:12.190] 对，你拍我的圈。
[181:13.830] 因为你开我的圈你就能吃饭去吗？
[181:17.190] 对，待会再来弄了，你也吃饭三号那好吧。
[181:20.210] 跟他那边别弄完就下楼了。
[181:22.190] 去吃就行。
[183:37.730] 在这等着
[183:39.060] 上班，然后。
[183:46.330] 咱们正好也搬过来了吗？我给你发点水掉了，
[183:49.870] 咱就直接照到那，然后杀点钱，然后就不用管了，我就开口吃饭了。
[183:54.840] 回来你也吃饭去，吃完饭就闹，咱们回来老师也是小说。
[183:58.880] 然后把这水拿着了。
[184:01.190] 我一会给拿去。
[184:03.040] 这菜然后也做到善良了，拿一瓶待会喝，我现在。
[184:07.150] 特别能喝酒，要不然头晕没睡好觉也不做了。
[184:11.010] 昨天那天晚上去喝两杯。
[184:14.340] 一下就漏了没喝，就是路上两人路上喝，你要喝水，不要喝水。
[184:20.630] 我说你要出去写这本书一下来。
[184:23.710] 没事。
[184:25.600] 我就早上多喝水回去，你说怎样？
[184:29.080] 为什么我都不敢开车？
[184:31.300] 我现在没睡好觉，
[184:32.940] 还想。
[184:33.960] 因为它就是一个下雨要从下文我觉得
[184:37.360] 我说怎么下地，
[184:43.400] 我都不能放手。
[184:44.460] 我说你你吃饭天不要说老什么钱干什么，不要办点办呢，
[184:50.150] 我这不是我拿去
[184:51.850] 把保单给他弄出去，我把发票给东西我老表了，我告诉你看不上吃饭。
[185:02.080] 你说伞是什么？两种，
[185:04.740] 你没看到
[185:06.230] 到时候大海我又给你买R谢谢。
[185:10.070] 你给拿来。
[185:14.040] 你就先选号，那怎么行咱先去了，在宝贝好看。
[185:18.960] 我到时候你在哪厕所了？
[185:24.360] 稍微再。
[185:30.560] 中午你们这不调解多辛苦。
[185:33.280] 快，然后休证明挣钱多一样是你的吗？就不会爱。
[185:39.520] 弄不了了。
[185:41.180] 都一块只能刷一块的，一张卡不能刷什么的，
[185:46.160] 他让上穿什么？
[185:48.720] 不超过三张的位置，该这样。
[185:51.370] 不是要发什么的，可不可以就给钱。
[185:56.200] 推窗吗？备份的装可以吧，就是保险单刷一个。
[186:00.150] 拿最多只能发三张，我知道我用什么刷。
[186:04.160] 你用卡刷不了。
[186:05.590] 保险也不行了，不行。
[186:07.920] 还真不行。
[186:08.960] 我就拿着一张，我别发这么多张了，我就把密码忘了，我现在一直
[186:14.220] 应该没有，可别忘了，忘了我就拍了一张就是了。
[186:19.040] 这是你要喜欢找我们，老青岛他待了两天。
[186:24.440] 没有，巴黎那边就是松子的，由这个公司拿就给我的。
[186:31.470] 不给他就找到我。
[186:32.600] 给您办个手续之后给您账号，你先放你那吧。
[186:35.950] 临牌可以挑一个好。
[186:38.200] 随机的阿姨电脑出口处随机的B点电脑走的。
[186:44.210] 多少钱没用。
[186:45.920] 我那天交了一张白条，那辆100用对吧？我去了有18万多，
[186:52.380] 我看看
[186:53.360] 我刚想起来。
[186:55.430] 就这个吗？
[186:56.690] 这边。
[186:58.010] 明白。
[187:00.040] 不是，但是我都没懂这一块的。
[187:04.080] 在点段你已经讲了他自动减是吧？
[187:08.620] 我直接帮你了对吧？应该刷18万多，对187320.7118730.7，
[187:15.840] 3晚上不行。
[187:18.270] 一块。
[187:21.280] 三
[187:26.350] 我
[187:28.520] 我后来说保险多少钱我也不知道，我保险一共12,000，
[187:34.330] 1万1万22小时按11,000凑里面你自己招1000多块钱拥有的明细单。
[187:39.670] 我看一下。
[187:41.090] 的
[187:43.200] 三
[187:46.890] 这钱太多能一下把
[187:49.090] 就送来了。
[187:50.270] 吧份的。
