[00:01.900] 汽车交车就可以了吧。
[167:28.420] 20到他当时刚才
[167:30.610] 不见不散。
[167:31.760] 好多话。
[167:33.280] -20。
[167:35.030] 0~1，
[167:36.220] 提供不好的话有可能
[167:37.900] 19号上午
[167:39.370] 我的钱上到了吗？20小时那个时候。
[167:43.830] 没有了还这样没事肯定是抱着的，不敢报太高。
[167:49.110] 一切都说不好，因为二手车的我真的不懂。
[167:57.200] 对咱们还是得着吗？我。
[167:59.320] 不下去了。
[168:00.730] 未来
[168:01.690] 有不错了。
[168:03.010] 上面反正我就要看不出来了，没弄一下一块，我说如果需要的话，说实在的，如果你
[168:11.790] 刚才介绍一下，稍后我电话来看，
[168:17.130] 给你拍张照片，
[168:27.060] 他是不是给客户讲车？
[168:31.590] 我马上给你分来看，
[168:35.360] 好，
[168:41.040] 价格
[168:42.170] 有的时候可能一个星期
[168:44.730] 都会投，客户条件有可能
[168:48.480] 两三天
[168:49.500] 就会搞这个价格。
[168:51.110] 所以说这个价格的话，当时有效是最差对方而有效，如果有什么任何这种变化的话，或者说你每天想再问的话，
[169:00.370] 这个是谁的主要的具体
[169:04.840] 不是，我现在算是4S店出错的时候，因为进行
[169:09.090] 现在跟我们一样着急，那上面去
[169:13.690] 上月上个
[169:16.350] 基本上这个时候
[169:19.030] 还没到这，
[169:20.730] 说的几乎都办成。
[169:22.760] 这个月不能
[169:30.160] 相对来说好好谈一点。
[169:32.610] 说掌声分成两个
[169:34.910] 比较好分析的理解，
[169:38.300] 你要是
[169:39.680] 从里边讲这个事比这一期的是
[169:45.150] 有信心，那个时候便宜，
[169:49.360] 在一开始的价格
[169:53.510] 差不太多，
[169:55.270] 差不多第一次都是不是7万左右，
[169:59.850] 有空的时候到7万
[170:03.710] 220左右，今天我们一段时间，我希望现在说下午
[170:09.690] 但是现在又着急卖车，没准哪天什么时候真正说咱们到
[170:16.050] 没了，对再往前走就是了，对。
[170:21.690] 现在没规定我没事找事。
[170:24.330] 他们好玩，好好了，感谢您
[170:28.960] 了。
[170:30.730] 还有
[170:43.360] 您
[170:44.140] 你们几点下班？
[170:45.920] 我一会去把那车的QQ去办临牌，把那车开走，
[170:52.020] 对吧？那些不是刚才我看那谁了，开开完了让他给你办了，我不知道他去给我办的是另外一个，不是这些刚开完发票，
[171:02.880] 完了你就当让他直接给我给你把付出了不就完了吗？
[171:06.640] 让郭靖圈回来，上过去我放在那边干嘛规定讲车我不要，你自己不知道你们几点下班，
[171:12.910] 5:30这样，我要是这把要素相互拿100家走行吗？
[171:17.230] 下面你们现在你有一个我下来要行了，
[171:23.710] 我流转了，
[171:26.120] 下载地量之后，
[171:28.690] 张
[171:30.940] 三。
[171:32.190] 那行，你要先。
[171:34.160] 你看谁有功夫赶紧出来，行行好谢谢。
[171:39.570] 您的到然后我先给您马上出抱歉。
[171:42.980] 打印机。
[171:44.470] 今天特别忙，
[171:47.400] 这个打印机打不出来，找另外的打印给您打。
[171:52.420] 我加你微信。
[171:54.450] 不好意思。
[171:59.710] 135. 
[172:00.960] 稍等我休息。
[172:02.600] 135230。
[172:05.040] 23. 
[172:05.830] 9 S 52775. 
[172:09.390] 一个人跑了半天也不行。
[172:12.600] 你通过一下。
[172:31.360] 他这是一起的，都有1~4页。
[172:33.920] 好了。
[172:39.830] 好吧哥去不保险？
[172:44.400] 你到这边。
[172:47.370] 没事你们给你们。
[172:50.930] 一会我们在那等，一会正好守着费劲。
[172:56.600] 咱们再争取最后一下看能不能
[172:59.050] 谁知
[173:27.000] 交车单电脑打不出来，后来我让条件台弄台舰台车都找不着，哪个电脑一会我就给你送过去，我换一个电脑打，我正打着，
[173:34.400] 两个都打着。
[173:36.560] 那个的话不行的话就明天再交。
[173:39.270] 不你或者一会我给他讲，我给他弄也行。
[173:43.950] 是没打叫车单，然后我知道电脑打不出来，
[173:48.030] 我一会换个电脑打在你讲完之后我给你送过去。
[173:52.580] 把
[173:58.670] 你看一下。
[174:11.150] 见到你了。
[174:12.280] 是。出新车吗？
[174:15.940] 对，他还算你今儿开走吗？开走。
[174:19.660] 你什么也不着急，办着不着急，你就等着6:30金牌的去交通队办了。
[174:27.240] 的
[174:35.700] 客户也是。
[174:37.480] 一起
[174:45.630] 杨姐这样你算的。
[174:52.080] 多长时间了？出版的公愤往上面走，看客户合伙人，
[174:56.660] 让他来吗？来下好多组快。
[175:00.440] 然后了。
[175:03.440] 怎么没过来杨姐你
[175:06.330] 你有保单是吧？你找找。
[175:08.600] 我号码没有过多。
[175:11.290] 二
[175:13.310] 填写300 100万我给你发
[175:26.680] 身份证给。
[175:27.920] 要原件，对我发一下。
[175:35.430] 我发给你还是？
[175:36.780] 有微信吗？
[175:38.110] 没有我现在上不去，我看
[175:42.320] 加吗？
[175:43.510] 你等会那我走吧，我走。
[175:48.770] 昨天
[175:54.840] 一号窗口
[176:09.510] 赵哥。
[176:11.270] 您来中午咱吃饭，一楼这块出保险的您过来，我在这，好拜拜。
[176:25.930] 给我发。
[176:30.470] 你这个客户拿报到证。
[176:33.820] 他来让他坐着走就行了。
[176:35.560] 出来之后等会你这
[176:37.200] 电话就是。
[176:39.160] 给你拿。
[176:39.660] 电话是1这是
[176:43.090] 电话是13811099。
[176:46.470] 1159。
[176:48.870] 138109115928，必须得是全是父吗？全是自负。
[176:54.570] 必须的是这个人的吗？
[176:55.780] 是自负你。
[176:56.870] 可以还原的，你这是你的爱人不换被保险人，
[177:01.260] 就电话我说不是这个电话谁他爱人的。
[177:05.180] 刚才那男的吗？
[177:06.560] 哪个的？
[177:07.600] 是吧？对，纳凉过去您坐这找人，他这保险我去给咱拿合格证。
[177:14.840] 上周
[177:41.160] 我现在去哪去？
[177:42.710] 那个人的电脑打不出来。
[177:45.150] 谁知连网不是您打印机这块是可以的。
[178:20.770] 好。
[178:22.750] 2019570324，
[178:26.020] 21378130010780。
[178:33.280] 谁知
[178:36.500] 证明
[178:37.790] 看一下。
[178:46.170] 对吧？
[178:48.060] 大
[178:49.100] 不希望这里
[178:56.600] 到了米兰。
[178:58.590] 你一号记得工程什么地方？
[179:02.280] 你不该没法改了。
[179:05.650] 放到修改
[179:11.370] 数据。
[179:15.390] 数据。
[179:20.760] 两
[180:04.370] 2点，
[180:06.270] 至于咋就不远。
[180:13.880] 的。
[180:16.150] 的。
[180:59.040] 好的。
[181:02.620] 我这就下去，
[181:05.830] 风。
[181:15.720] 看着复印机吗？
[181:17.470] 没有妈。
[181:19.080] 有一张。
[182:57.320] 明天
[182:58.740] 是不是也有一个
[183:00.730] 这郭靖说有一个需要
[183:03.370] 才你签字的是吧？对已经扫完了吗张经理？
[183:07.590] 已经章那个章。
[183:09.670] 张长、
[183:10.240] 我没找着。
[183:11.610] 这手机不是他们拿走。
[183:13.910] 你这还没发呢。
[183:16.320] 对，你这客户是什么时候？
[183:18.800] 现在开走。
[183:20.470] 现在开走你还没扫描，这还没放款，他在电他是在店内置换的，那也得就是放个款，而且是在店内置换的，能看到你赶紧拿手机赶紧走。
[183:31.880] 好勒。
[183:38.190] 快。
[183:41.970] 的
[184:27.270] 快。
[184:30.320] 手续给我，我给你送过去。
[184:32.970] 后来他扫描一下，谁知
[184:37.040] 二
[184:40.230] 坏数据
[184:41.800] 场
[184:42.960] 数据
[184:43.830] 数据
[184:46.800] 场。
[184:48.570] 场
[185:58.700] 第。
[186:00.030] 一
[186:01.100] 的。
[186:06.010] 小金交一个镜子是吧？有个现金。
[186:09.020] 的。
[186:11.480] 都没用的，发票在哪呢？
[186:15.610] 行打错，一会我。
[186:20.490] 是哪个错了，你那第一页8333发表的号码数据。
[186:28.040] 咱没少吗？
[186:29.690] 他开玩笑了，你开多几天开那手怎么着才能。
[186:34.260] 等着。
[186:35.530] 还没来他现在对只要不是招人吗？我看还得签个字。
[186:43.230] 王玉华没他证件没拿走的是吧？
[186:46.510] 你看咋地？
[186:50.470] 爱好。
[186:55.840] 对，银行就那里边有一家银行了，等您贷款还清了之后，您联系我再把绿本给
[187:02.670] 在解压。
[187:08.800] 你只要车辆不买卖不过户。
[187:16.490] 行好勒。
[187:21.770] 杨哥是哪个错了？
[187:25.110] 没写还款的话是银行再单独给你发信息提示。
[187:32.150] 为
[187:35.240] 您在您上回来后展厅找我。
[187:38.940] 上午。
[187:40.470] 对。
[187:41.130] 对，上午您来的。
[187:42.650] 电话的。
[187:44.640] 您在一楼能够下去找您。
[187:46.270] 然后给您手续您寄去吧。
[187:50.340] 对。
[187:52.890] 就70÷60，这就每个月的月供，
[187:56.430] 然后再加上利息，然后看看现在的结构和绩效，对，好，有事您再给我联系。
[188:04.010] 好拜拜。
[188:07.160] 下回你千万别这个点了，行。
[188:10.760] 要不然都算不了卡，我跟学校联系再说。
[188:14.230] 就像流程你看一下尽量自然少不了。
[188:18.410] 说完没完三。
[188:19.540] 马上发票欢迎就等。
[188:20.950] 等完了咱没法
[188:23.120] 我问问你，你就没有办到手了。
[188:25.600] 散不了了，还有我就直接一会又。
[188:27.930] 了升级了。
[188:29.770] 完了还得在这等一会儿，
[188:33.280] 就等着老公过来，刚才签字指标人签字，
[188:37.210] 5:30左右糖衣看不上我。
[188:42.110] 明天开了是吧？行。
[188:46.080] 你那要签字我再给你签上，但是你先别让他走了，我。
[188:50.480] 我看受理申请编码。
[188:53.000] 给我先让走，谁让郭靖投放早知想我行，这个当然是你给我妈还给我你签字，
[189:02.840] 你信息表
[189:04.620] 中央电视台的主任我操，
[189:07.470] 老鹰
[189:12.430] 申报月工资就跟那一套的一个单子，他们现在打出来的都是都拍打的。
[189:18.230] 不知道你说的。
[189:23.900] 我说你的问题，而是两个你都没选轿车知道吗？
[189:27.220] 是我知道没点交车，这这都5:30了，那是急那是。
[189:33.750] 你看我因为我不知道之后需不需要钢材到了这步了，然后这边车辆信息需要选
[189:41.230] 而直接办理交车，然后申请调查。
[189:43.840] 好。
[189:45.290] 我们原来这块车辆信息在网上面日期往后延几天，需要写一下，我不知道之前的我刚才
[189:52.170] 不一样是吧？先把要S店我就顺便教出来。
[189:56.240] 你就看看那边那个点。
[190:00.310] 刚才萧先生跟我说的，
[190:02.360] 我的两个客户我查了是
[190:08.130] 然后他需要这点完成飙车吗？他们听完了之后。
[190:12.190] 还有吗？
[190:14.010] 很多。
[190:15.160] 他现在出来我就直接点了，完成的话，咱说如果假如播放点的情况下，
[190:22.440] 没错。
[190:24.280] 他就行了，媒介他OK这周边都可以了。
[190:31.430] 可以。
[190:33.030] 是不是没结束吗？
[190:35.050] 我是先结束还是千万之间正好证实
[190:39.680] 就应该在10分钟一个时段参加。
[190:43.380] 我记得两
[190:46.200] 比如说你现在看花完了现在
[190:50.800] 这还不行了。
[190:55.920] 那是交两个还不
[190:58.800] 你怎么查客户采访一下，他说我通过
[191:04.290] 我不行，
[191:08.670] 要戴眼镜了。
[191:10.120] 还太。
[191:11.840] 你后来怎么编呢？
[191:14.070] 不告诉你，说一会拿了以前的手机，你跟我说说
[191:18.600] 挺烦票。
[191:20.410] 特别完美，反正挺无懈可击。
[191:24.880] 学小作文的水平比较高，看看。
[191:28.490] 可是who吗？
[191:30.440] 这个热比如说你的眉毛想做个造型是吧？都点完了。
[191:35.590] 这点特别
[191:36.720] 然后我看看当时这边的是吧，往前提交了，让你们走之前让附近
[191:43.370] 对，上来好了都会跟着核实一下，知道这个不要了吗？这不要了。
[191:50.650] 是am I。
[191:57.190] 行了，我看我们捡iPad能发家致富在。
[192:09.450] 对
[192:10.200] 的。
[192:18.870] 今天燕子说是吗？
[192:23.160] 没有就自动放款。
[192:27.270] 他明天什么药？
[192:30.270] 你好。
[192:35.770] 我知道为什么不行。
[192:43.710] 张千
[192:48.730] 真秋D
[192:52.880] 今天取走的，
[192:58.270] 他明天早饭就去做，
[193:03.520] 我小伙伴我就那啥了，我也知道什么情况。
[193:06.910] 我问一下。
[193:55.730] 安全奖
[193:57.870] 这是你来是我的张小卫在客户在叫社区，
[194:04.120] 我跟你一起去。
[194:21.610] 在上车，
[194:22.940] 客户很不稳定，
[194:24.730] 目前都没谈过要
[194:27.540] 谁知
[194:29.840] 我的号码上面张特别
[194:32.890] 好。
[194:33.880] 在哪那边？
[194:38.310] 总的给您过去。
[194:39.730] 然后那么我们同学三是吧？等一下您帮我签一下的。
[194:45.570] 这样
[195:22.280] 场
[195:23.260] 数据
[195:28.950] 远
[195:30.400] 场
[195:32.150] 数据
[195:35.430] 远场
[195:39.840] 的
[195:40.970] 的
[195:42.860] 场。
[195:46.610] 场
[195:54.890] 的
[195:55.720] 场。
[195:59.070] 一
[196:02.730] 号。
[196:03.820] 一
[196:07.320] 的
[196:44.190] 还有
[196:45.180] 还得
[196:47.150] 的
[196:58.330] 扩大
[197:00.510] 什么？
[197:03.090] 看看？
[197:07.990] 你签字我知道，也不用。
[197:21.080] 你的还可以到日清日结不还有一个是
[197:26.640] 不是这样，对楠哥我st里面没有订单查询对象，庐山长也没有，然后杨局长也没有，后来我对最后信息表是让
[197:35.070] 杨振宇老师给打过来，他给我发过pdf的，
[197:39.140] 在我的SAP账号里边是没有找不着这两个人。
[197:45.010] 你的账号这两对。
[197:46.930] 对，然后我问杨老师您给我发两张关联，
[197:49.760] 他说他那边都能看到，但是我这里边没有，然后路上也没找着，俩也没找到。
[197:54.840] 所以我也不知道问问谁。
[197:56.970] 肯定问你一下。
[197:59.330] 你把
[198:01.920] 客户的什么？
[198:04.270] 这边
[198:05.490] 就说这个事。
[198:21.540] 没事安排说的。
[198:29.760] 他把前因后果
[198:31.860] 了。
[198:34.010] 贾贝勒
[198:37.540] 不是他一一厂房，
[198:39.890] 是这就不怕。
[199:28.170] 他就在你们家在我那里边就是没有教给您，看您我动我的您看一下。
[199:46.170] 那会儿
[199:47.280] 弄了半天。
[199:48.610] 之前，
[200:04.600] 他们说我的界面跟他们一样，
[200:07.160] 除了创建订单没有必要找不到查询订单，
[200:24.800] 坏
[200:27.460] 快。
[200:32.400] 订单这些东西。
[200:35.330] 订单。
[200:44.140] 句
[200:59.030] 号。
[201:02.430] SP谁管呢？
[201:05.340] 我问白老师，白老师说白老师说什么，咱们说让我搜一下，
[201:10.870] 搜一下这个上面，然后是澳洲什么我也没搜也没有。
[201:15.400] 这里边
[201:17.750] 的
[201:23.110] 电话
[201:26.040] 人群。
[201:28.880] 那也是我电话。
[201:49.670] 您刚才我看您这里边看有一个这个是这个吗？
[201:54.330] 还有下边
[201:56.230] 张老师说
[201:58.320] 那个是D还是？
[202:00.630] 昨天
[202:05.150] 然后我能去下为客户买的车回来。
[202:35.450] 好勒，一会儿
[202:36.880] 快回来我去拿。
[202:38.430] 洋哥我现在给他结束，
[202:42.660] 反正现在我这么算，我就该少少了一条录音了，因为整个下午就一直是这一个录音，应该事先去前台开张卡，现在卡已经开了，
[202:52.800] 开了你就应该重新截录音。
[202:55.390] 你这次先这么着，下次要是你得提前说，像你这么说我没接谁的，我记得客户这两人都混着来，你结D月不能混着来，下午想着就行了。
[203:10.930] 同时
[203:12.120] 然后日报在群里也该发日报了，
[203:15.560] 也有数了，把精品都寄上来，到月底还知道自个儿能挣多少钱。
[203:20.360] 梁宇庐山他们都月底之后，
[203:24.130] 300 500都能算出来。
[203:33.270] A为什么？
[203:34.620] 行对可能是你会Excel吗？
[203:39.270] 弄不明白。
